@RELATION SWA_classification

@ATTRIBUTE s_str STRING
@ATTRIBUTE t_str STRING
@ATTRIBUTE st_samestr {0,1}
@ATTRIBUTE s_stem STRING
@ATTRIBUTE t_stem STRING
@ATTRIBUTE st_samestem {0,1}
@ATTRIBUTE s_pos STRING
@ATTRIBUTE t_pos STRING
@ATTRIBUTE st_precede {0,1}
@ATTRIBUTE st_follow {0,1}
@ATTRIBUTE class {preserved,bigrammar-vtense,bigrammar-wform,bigrammar-inter,paraphrase,unaligned,mogrammar-prep,mogrammar-det,bigrammar-prep,bigrammar-det,bigrammar-others,typo,spelling,duplicate,moproblematic,biproblematic,unspec}

@DATA
including,including,1,include,include,1,VBG,VBG,1,1,preserved
un-,un-,1,un-,un-,1,NN,NN,1,0,preserved
/,or,0,/,or,0,SYM,CC,1,1,bigrammar-others
semi-supervised,semi-supervised,1,semi-supervised,semi-supervised,1,JJ,JJ,0,1,preserved
approaches,approaches,1,approach,approach,1,NNS,NNS,1,1,preserved
\CITE,\CITE,1,\CITE,\CITE,1,NNP,NNP,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
supervised,supervised,1,supervise,supervise,1,JJ,JJ,1,1,preserved
approaches,approaches,1,approach,approach,1,NNS,NNS,1,1,preserved
\CITE,\CITE,1,\CITE,\CITE,1,NNP,NNP,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Their,The,0,Their,The,0,PRPS,DET,1,1,bigrammar-det
main,main,1,main,main,1,JJ,JJ,0,1,preserved
focus,focus,1,focus,focus,1,NN,NN,1,0,preserved
was,is,0,be,be,1,VBD,VBZ,0,1,bigrammar-vtense
on,on,1,on,on,1,IN,IN,0,1,preserved
adapting,adapting,1,adapt,adapt,1,NN,NN,1,1,preserved
parsing,parsing,1,parse,parse,1,VBG,VBG,1,1,preserved
models,models,1,model,model,1,NNS,NNS,1,1,preserved
trained,trained,1,train,train,1,JJ,JJ,1,1,preserved
with,with,1,with,with,1,IN,IN,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
specific,specific,1,specific,specific,1,JJ,JJ,1,1,preserved
genre,genre,1,genre,genre,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
text,text,1,text,text,1,NN,NN,1,1,preserved
(,(,1,(,(,1,LRB,LRB,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
most,most,1,most,most,1,JJS,JJS,1,1,preserved
cases,cases,1,case,case,1,NNS,NNS,1,0,preserved
),),1,),),1,RRB,RRB,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
other,other,1,other,other,1,JJ,JJ,1,1,preserved
genres,genres,1,genre,genre,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
text,text,1,text,text,1,NN,NN,1,1,preserved
biomedical,biomedical,1,biomedical,biomedical,1,JJ,JJ,1,1,preserved
research,research,1,research,research,1,NN,NN,1,1,preserved
papers,papers,1,paper,paper,1,NNS,NNS,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
broadcast,broadcast,1,broadcast,broadcast,1,NN,NN,1,1,preserved
news,news,1,news,news,1,NN,NN,1,1,preserved
?,'of these works',0,?,'of these work',0,?,'IN DET POS',0,0,unaligned
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
Penn,Penn,1,Penn,Penn,1,NNP,NNP,0,1,preserved
Treebank,Treebank,1,Treebank,Treebank,1,NNP,NNP,1,1,preserved
WSJ,WSJ,1,WSJ,WSJ,1,NNP,NNP,1,1,preserved
such,such,1,such,such,1,JJ,JJ,1,1,preserved
as,as,1,as,as,1,IN,IN,1,1,preserved
A,The,0,A,The,0,DET,DET,1,1,bigrammar-det
major,major,1,major,major,1,JJ,JJ,0,1,preserved
problem,problem,1,problem,problem,1,NN,NN,1,1,preserved
tackled,tackled,1,tackle,tackle,1,VBN,VBN,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
such,such,1,such,such,1,JJ,JJ,1,0,preserved
'a task setting',tasks,0,'a task set',task,0,'DET NN PPR',NNS,1,1,paraphrase
is,is,1,be,be,1,VBZ,VBZ,0,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
handling,handling,1,handle,handle,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
unknown,unknown,1,unknown,unknown,1,JJ,JJ,1,1,preserved
words,words,1,word,word,1,NNS,NNS,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
domain-specific,domain-specific,1,domain-specific,domain-specific,1,JJ,JJ,1,0,preserved
ways,manners,0,ways,manners,0,NNS,NNS,1,1,paraphrase
of,of,1,of,of,1,IN,IN,0,0,preserved
expressions,expression,0,expression,expression,1,NNS,NN,1,1,bigrammar-others
.,.,1,.,.,1,PP,PP,0,1,preserved
However,However,1,However,However,1,RB,RB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
parsing,parsing,1,parse,parse,1,VBG,VBG,1,1,preserved
imperatives,imperatives,1,imperative,imperative,1,NNS,NNS,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
questions,questions,1,question,question,1,NNS,NNS,1,1,preserved
involves,involves,1,involve,involve,1,VBZ,VBZ,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
significantly,significantly,1,significantly,significantly,1,RB,RB,1,1,preserved
different,different,1,different,different,1,JJ,JJ,1,1,preserved
problem,problem,1,problem,problem,1,NN,NN,1,1,preserved
;,;,1,;,;,1,PPS,PPS,1,1,preserved
even,even,1,even,even,1,RB,RB,1,1,preserved
when,when,1,when,when,1,WRB,WRB,1,1,preserved
all,all,1,all,all,1,DET,DET,1,1,preserved
words,words,1,word,word,1,NNS,NNS,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
sentence,sentence,1,sentence,sentence,1,NN,NN,1,1,preserved
are,are,1,be,be,1,VBP,VBP,1,1,preserved
known,known,1,know,know,1,VBN,VBN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
sentence,sentence,1,sentence,sentence,1,NN,NN,1,1,preserved
has,has,1,have,have,1,VBZ,VBZ,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
very,very,1,very,very,1,RB,RB,1,1,preserved
different,different,1,different,different,1,JJ,JJ,1,1,preserved
structure,structure,1,structure,structure,1,NN,NN,1,1,preserved
from,from,1,from,from,1,IN,IN,1,1,preserved
declarative,declarative,1,declarative,declarative,1,NN,NN,1,1,preserved
sentences,sentences,1,sentence,sentence,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Compared,Compared,1,Compared,Compared,1,VBN,VBN,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
domain,domain,1,domain,domain,1,NN,NN,1,1,preserved
adaptation,adaptation,1,adaptation,adaptation,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
structural,structural,1,structural,structural,1,JJ,JJ,1,1,preserved
types,types,1,type,type,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
sentences,sentences,1,sentence,sentence,1,NNS,NNS,1,1,preserved
have,have,1,have,have,1,VB,VB,1,0,preserved
gained,received,0,gain,receive,0,VBN,VBN,1,1,paraphrase
little,little,1,little,little,1,JJ,JJ,0,1,preserved
attention,attention,1,attention,attention,1,NN,NN,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
date,date,1,date,date,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
A,A,1,A,A,1,DET,DET,1,1,preserved
notable,notable,1,notable,notable,1,JJ,JJ,1,1,preserved
exception,exception,1,exception,exception,1,NN,NN,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
work,work,1,work,work,1,NN,NN,1,1,preserved
on,on,1,on,on,1,IN,IN,1,1,preserved
QuestionBank,QuestionBank,1,QuestionBank,QuestionBank,1,NNP,NNP,1,1,preserved
\CITE,\CITE,1,\CITE,\CITE,1,NNP,NNP,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
The,This,0,The,This,0,DET,DET,1,1,bigrammar-det
work,work,1,work,work,1,NN,NN,0,0,preserved
'pointed out',highlighted,0,'point out',highlight,0,'JJ POS',VBN,1,0,paraphrase
low,low,1,low,low,1,JJ,JJ,0,1,preserved
accuracy,accuracy,1,accuracy,accuracy,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
state-of-the-art,state-of-the-art,1,state-of-the-art,state-of-the-art,1,JJ,JJ,1,1,preserved
parsers,parsers,1,parser,parser,1,NNS,NNS,1,1,preserved
on,on,1,on,on,1,IN,IN,1,1,preserved
questions,questions,1,question,question,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
proposed,proposed,1,propose,propose,1,JJ,JJ,1,0,preserved
supervised,supervised,1,supervise,supervise,1,JJ,JJ,0,1,preserved
parser,parser,1,parser,parser,1,NN,NN,1,1,preserved
adaptation,adaptation,1,adaptation,adaptation,1,NN,NN,1,1,preserved
by,by,1,by,by,1,IN,IN,1,1,preserved
manually,manually,1,manually,manually,1,RB,RB,1,1,preserved
creating,creating,1,create,create,1,VBG,VBG,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
treebank,treebank,1,treebank,treebank,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
questions,questions,1,question,question,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
The,The,1,The,The,1,DET,DET,1,1,preserved
question,question,1,question,question,1,NN,NN,1,1,preserved
sentences,sentences,1,sentence,sentence,1,NNS,NNS,1,1,preserved
are,are,1,be,be,1,VBP,VBP,1,1,preserved
annotated,annotated,1,annotate,annotate,1,NN,NN,1,1,preserved
with,with,1,with,with,1,IN,IN,1,1,preserved
phrase,phrase,1,phrase,phrase,1,NN,NN,1,1,preserved
structure,structure,1,structure,structure,1,NN,NN,1,1,preserved
trees,trees,1,tree,tree,1,NNS,NNS,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
Penn,Penn,1,Penn,Penn,1,NNP,NNP,1,1,preserved
Treebank,Treebank,1,Treebank,Treebank,1,NNP,NNP,1,1,preserved
scheme,scheme,1,scheme,scheme,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
although,although,1,although,although,1,IN,IN,1,1,preserved
function,function,1,function,function,1,NN,NN,1,1,preserved
tags,tags,1,tag,tag,1,NNS,NNS,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
empty,empty,1,empty,empty,1,JJ,JJ,1,1,preserved
categories,categories,1,category,category,1,NNS,NNS,1,1,preserved
are,are,1,be,be,1,VBP,VBP,1,1,preserved
omitted,omitted,1,omit,omit,1,VBN,VBN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
QuestionBank,QuestionBank,1,QuestionBank,QuestionBank,1,NNP,NNP,1,1,preserved
was,was,1,be,be,1,VBD,VBD,1,1,preserved
used,used,1,use,use,1,VBN,VBN,1,1,preserved
for,for,1,for,for,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
supervised,supervised,1,supervise,supervise,1,JJ,JJ,1,1,preserved
training,training,1,train,train,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
an,an,1,an,an,1,DET,DET,1,1,preserved
LFG,LFG,1,LFG,LFG,1,NNP,NNP,1,1,preserved
parser,parser,1,parser,parser,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,0,preserved
achieved,'resulting in',0,achieve,'result in',0,VBN,'VBG POS',0,1,paraphrase
a,a,1,a,a,1,DET,DET,0,1,preserved
significant,significant,1,significant,significant,1,JJ,JJ,1,1,preserved
improvement,improvement,1,improvement,improvement,1,NN,NN,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
parsing,parsing,1,parse,parse,1,VBG,VBG,1,1,preserved
accuracy,accuracy,1,accuracy,accuracy,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
They,?,0,They,?,0,PRP,?,0,0,unaligned
collected,'were collected',0,collect,'be collect',0,VBN,'VBD PPR',0,0,paraphrase
question,question,1,question,question,1,NN,NN,0,1,preserved
sentences,sentences,1,sentence,sentence,1,NNS,NNS,1,0,preserved
from,from,1,from,from,1,IN,IN,0,1,preserved
and,and,1,and,and,1,CC,CC,0,1,preserved
annotated,annotated,1,annotate,annotate,1,NN,NN,1,0,preserved
'these sentences',?,0,'these sentence',?,0,'DET POS',?,0,0,unaligned
with,with,1,with,with,1,IN,IN,0,0,preserved
POSs,POS,0,POSs,POS,0,NNP,NNP,1,1,bigrammar-others
and,and,1,and,and,1,CC,CC,0,1,preserved
CCG,CCG,1,CCG,CCG,1,NNP,NNP,1,1,preserved
lexical,lexical,1,lexical,lexical,1,NN,NN,1,1,preserved
categories,categories,1,category,category,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
?,'In this work',0,?,'In this work',0,?,'IN DET POS',0,0,unaligned
TREC,TREC,1,TREC,TREC,1,NNP,NNP,1,1,preserved
9-12,9-12,1,9-12,9-12,1,CD,CD,1,1,preserved
competitions,competitions,1,competition,competition,1,NNS,NNS,1,0,preserved
They,'The authors',0,They,'The author',0,PRP,'DET POS',1,1,paraphrase
reported,reported,1,report,report,1,VBN,VBN,0,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
significant,significant,1,significant,significant,1,JJ,JJ,1,1,preserved
improvement,improvement,1,improvement,improvement,1,NN,NN,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
CCG,CCG,1,CCG,CCG,1,NNP,NNP,1,1,preserved
parsing,parsing,1,parse,parse,1,VBG,VBG,1,1,preserved
without,without,1,without,without,1,IN,IN,1,1,preserved
phrase,phrase,1,phrase,phrase,1,NN,NN,1,1,preserved
structure,structure,1,structure,structure,1,NN,NN,1,1,preserved
annotations,annotations,1,annotation,annotation,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Our,Our,1,Our,Our,1,PRPS,PRPS,1,1,preserved
work,work,1,work,work,1,NN,NN,1,1,preserved
further,further,1,far,far,1,JJ,JJ,1,1,preserved
extends,extends,1,extend,extend,1,VBZ,VBZ,1,1,preserved
\CITE,\CITE,1,\CITE,\CITE,1,NNP,NNP,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
\CITE,\CITE,1,\CITE,\CITE,1,NNP,NNP,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
while,while,1,while,while,1,IN,IN,1,1,preserved
covering,covering,1,cover,cover,1,VBG,VBG,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
wider,wider,1,wide,wide,1,JJR,JJR,1,1,preserved
range,range,1,range,range,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
sentence,sentence,1,sentence,sentence,1,NN,NN,1,1,preserved
constructions,constructions,1,construction,construction,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Although,Although,1,Although,Although,1,IN,IN,1,1,preserved
QuestionBank,QuestionBank,1,QuestionBank,QuestionBank,1,NNP,NNP,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
resource,resource,1,resource,resource,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
\CITE,\CITE,1,\CITE,\CITE,1,NNP,NNP,1,0,preserved
'are claimed',claim,0,'be claim',claim,0,'VBP PPR',NN,1,1,paraphrase
to,to,1,to,to,1,TO,TO,0,1,preserved
be,be,1,be,be,1,VB,VB,1,0,preserved
'a corpus',corpora,0,'a corpus',corpus,0,'DET POS',NN,1,1,bigrammar-others
of,of,1,of,of,1,IN,IN,0,1,preserved
questions,questions,1,question,question,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
they,they,1,they,they,1,PRP,PRP,1,1,preserved
are,are,1,be,be,1,VBP,VBP,1,1,preserved
biased,biased,1,bias,bias,1,VBN,VBN,1,1,preserved
because,because,1,because,because,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
sentences,sentences,1,sentence,sentence,1,NNS,NNS,1,1,preserved
come,come,1,come,come,1,VB,VB,1,1,preserved
from,from,1,from,from,1,IN,IN,1,1,preserved
QA,QA,1,QA,QA,1,NNP,NNP,1,1,preserved
queries,queries,1,query,query,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
For,For,1,For,For,1,IN,IN,1,1,preserved
example,example,1,example,example,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
such,such,1,such,such,1,JJ,JJ,1,1,preserved
queries,queries,1,query,query,1,NNS,NNS,1,1,preserved
rarely,rarely,1,rarely,rarely,1,RB,RB,1,1,preserved
include,include,1,include,include,1,VB,VB,1,1,preserved
yes,yes,1,yes,yes,1,RB,RB,1,1,preserved
/,/,1,/,/,1,SYM,SYM,1,1,preserved
no,no,1,no,no,1,DET,DET,1,1,preserved
questions,questions,1,question,question,1,NNS,NNS,1,0,preserved
and,or,0,and,or,0,CC,CC,1,1,bigrammar-prep
tag,tag,1,tag,tag,1,NN,NN,0,1,preserved
questions,questions,1,question,question,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
In,For,0,In,For,0,IN,IN,1,1,bigrammar-prep
our,our,1,our,our,1,PRPS,PRPS,0,0,preserved
work,study,0,work,study,0,NN,NN,1,1,paraphrase
',',',',1,',',',',1,PPR,PPR,0,1,preserved
sentences,sentences,1,sentence,sentence,1,NNS,NNS,1,0,preserved
'are collected','were collected',0,'be collect','be collect',1,'VBP PPR','VBD PPR',1,1,bigrammar-vtense
from,from,1,from,from,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
Brown,Brown,1,Brown,Brown,1,NNP,NNP,1,1,preserved
corpus,corpus,1,corpus,corpus,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
which,which,1,which,which,1,WDT,WDT,1,1,preserved
includes,includes,1,include,include,1,VBZ,VBZ,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
wider,wider,1,wide,wide,1,JJR,JJR,1,1,preserved
range,range,1,range,range,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
types,types,1,type,type,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
questions,questions,1,question,question,1,NNS,NNS,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
imperatives,imperatives,1,imperative,imperative,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
In,In,1,In,In,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
experiments,experiments,1,experiment,experiment,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
we,we,1,we,we,1,PRP,PRP,1,0,preserved
'will use',used,0,'will use',use,0,'MD POS',VBN,0,1,bigrammar-vtense
additionally,also,0,additionally,also,0,RB,RB,0,0,paraphrase
QuestionBank,QuestionBank,1,QuestionBank,QuestionBank,1,NNP,NNP,0,1,preserved
for,for,1,for,for,1,IN,IN,1,1,preserved
comparison,comparison,1,comparison,comparison,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
We,We,1,We,We,1,PRP,PRP,1,1,preserved
examined,examined,1,examine,examine,1,VBN,VBN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
performance,performance,1,performance,performance,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
two,two,1,two,two,1,CD,CD,1,1,preserved
dependency,dependency,1,dependency,dependency,1,NN,NN,1,1,preserved
parsers,parsers,1,parser,parser,1,NNS,NNS,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
deep,deep,1,deep,deep,1,JJ,JJ,1,1,preserved
parser,parser,1,parser,parser,1,NN,NN,1,1,preserved
on,on,1,on,on,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
target,target,1,target,target,1,NN,NN,1,1,preserved
text,text,1,text,text,1,NN,NN,1,1,preserved
sets,sets,1,set,set,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
All,All,1,All,All,1,DET,DET,1,1,preserved
parsers,parsers,1,parser,parser,1,NNS,NNS,1,0,preserved
assume,assumed,0,assume,assume,1,VB,VBN,1,1,bigrammar-vtense
that,that,1,that,that,1,IN,IN,0,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
input,input,1,input,input,1,NN,NN,1,0,preserved
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
already,already,1,already,already,1,RB,RB,0,1,preserved
POS-tagged,POS-tagged,1,POS-tagged,POS-tagged,1,JJ,JJ,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
We,We,1,We,We,1,PRP,PRP,1,0,preserved
use,used,0,use,use,1,NN,VBN,1,0,bigrammar-vtense
a,the,0,a,the,0,DET,DET,0,1,bigrammar-det
tagger,tagger,1,tagger,tagger,1,NN,NN,0,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
\CITE,\CITE,1,\CITE,\CITE,1,NNP,NNP,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
The,The,1,The,The,1,DET,DET,1,1,preserved
MST,MST,1,MST,MST,1,NNP,NNP,1,0,preserved
'parser parser',parsers,0,'parser parser',parser,0,'NN POS',NNS,0,1,bigrammar-others
and,and,1,and,and,1,CC,CC,0,1,preserved
Malt,Malt,1,Malt,Malt,1,NNP,NNP,1,0,preserved
are,are,1,be,be,1,VBP,VBP,0,1,preserved
dependency,dependency,1,dependency,dependency,1,NN,NN,1,1,preserved
parsers,parsers,1,parser,parser,1,NNS,NNS,1,1,preserved
that,that,1,that,that,1,IN,IN,1,1,preserved
produce,produce,1,produce,produce,1,VB,VB,1,1,preserved
non-projective,non-projective,1,non-projective,non-projective,1,JJ,JJ,1,1,preserved
dependency,dependency,1,dependency,dependency,1,NN,NN,1,1,preserved
trees,trees,1,tree,tree,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
using,using,1,use,use,1,VBG,VBG,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
spanning,spanning,1,span,span,1,VBG,VBG,1,1,preserved
tree,tree,1,tree,tree,1,NN,NN,1,1,preserved
algorithm,algorithm,1,algorithm,algorithm,1,NN,NN,1,1,preserved
\CITE,\CITE,1,\CITE,\CITE,1,NNP,NNP,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
transition-based,transition-based,1,transition-based,transition-based,1,JJ,JJ,1,1,preserved
algorithm,algorithm,1,algorithm,algorithm,1,NN,NN,1,1,preserved
\CITE,\CITE,1,\CITE,\CITE,1,NNP,NNP,1,0,preserved
respectively,respectively,1,respectively,respectively,1,RB,RB,0,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Although,Although,1,Although,Although,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
publicly,publicly,1,publicly,publicly,1,RB,RB,1,1,preserved
available,available,1,available,available,1,JJ,JJ,1,1,preserved
implementation,implementation,1,implementation,implementation,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
each,each,1,each,each,1,DET,DET,1,1,preserved
parser,parser,1,parser,parser,1,NN,NN,1,1,preserved
also,also,1,also,also,1,RB,RB,1,1,preserved
has,has,1,have,have,1,VBZ,VBZ,1,0,preserved
an,the,0,an,the,0,DET,DET,1,1,bigrammar-det
option,option,1,option,option,1,NN,NN,0,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
restrict,restrict,1,restrict,restrict,1,VB,VB,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
output,output,1,output,output,1,NN,NN,1,1,preserved
to,to,1,to,to,1,TO,TO,1,0,preserved
a,a,1,a,a,1,DET,DET,0,1,preserved
projective,projective,1,projective,projective,1,NN,NN,1,1,preserved
dependency,dependency,1,dependency,dependency,1,NN,NN,1,1,preserved
tree,tree,1,tree,tree,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
we,we,1,we,we,1,PRP,PRP,1,1,preserved
used,used,1,use,use,1,VBN,VBN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
non-projective,non-projective,1,non-projective,non-projective,1,JJ,JJ,1,0,preserved
version,versions,0,version,version,1,NN,NNS,1,1,bigrammar-others
because,because,1,because,because,1,IN,IN,0,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
dependency,dependency,1,dependency,dependency,1,NN,NN,1,1,preserved
structures,structures,1,structure,structure,1,NNS,NNS,1,1,preserved
converted,converted,1,convert,convert,1,JJ,JJ,1,1,preserved
from,from,1,from,from,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
question,question,1,question,question,1,NN,NN,1,1,preserved
sentences,sentences,1,sentence,sentence,1,NNS,NNS,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
Brown,Brown,1,Brown,Brown,1,NNP,NNP,1,1,preserved
corpus,corpus,1,corpus,corpus,1,NNS,NNS,1,1,preserved
included,included,1,include,include,1,VBN,VBN,1,1,preserved
many,many,1,many,many,1,JJ,JJ,1,1,preserved
non-projective,non-projective,1,non-projective,non-projective,1,JJ,JJ,1,1,preserved
dependencies,dependencies,1,dependency,dependency,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
We,We,1,We,We,1,PRP,PRP,1,1,preserved
used,used,1,use,use,1,VBN,VBN,1,0,preserved
pennconverter,pennconverter,1,pennconverter,pennconverter,1,NN,NN,0,1,preserved
\CITE,\CITE,1,\CITE,\CITE,1,NNP,NNP,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
convert,convert,1,convert,convert,1,VB,VB,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
PTB-style,PTB-style,1,PTB-style,PTB-style,1,JJ,JJ,1,1,preserved
treebank,treebank,1,treebank,treebank,1,NN,NN,1,0,preserved
to,into,0,to,into,0,TO,IN,1,1,bigrammar-prep
dependency,dependency,1,dependency,dependency,1,NN,NN,0,1,preserved
trees,trees,1,tree,tree,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'For the evaluation of','To evaluate',0,'For the evaluation of','To evaluate',0,'IN DET NN POS','TO PPR',1,1,paraphrase
the,the,1,the,the,1,DET,DET,0,1,preserved
output,output,1,output,output,1,NN,NN,1,1,preserved
from,from,1,from,from,1,IN,IN,1,1,preserved
each,each,1,each,each,1,DET,DET,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
